Huber, Patrick, 1961-07-08, M, LEICHTATHLETIK
Hahn, Lea, 1926-10-14, F, TURNEN
Pfeffer, Melanie, 1952-02-14, F, HANDBALL
Kortig, Christine, 1996-12-24, F, TANZEN
Farber, Luca, 1952-06-25, M, FUSSBALL
Baumgaertner, Klaudia, 1958-08-23, F, FUSSBALL
Schultz, Dennis, 1941-12-20, M, SCHWIMMEN
Himmel, Johanna, 1933-02-02, F, RUDERN
Fassbinder, Sophie, 1963-01-31, F, LEICHTATHLETIK
Bauer, Robert, 1983-04-03, M, SCHWIMMEN
Berg, Jan, 1947-07-31, M, RUDERN
Naumann, Christin, 1971-02-21, F, TURNEN
Schwab, Dominik, 1983-11-15, M, HANDBALL
Abend, Jessika, 1932-12-05, F, FECHTEN
Muench, Sabrina, 1931-05-14, F, TURNEN
Dresner, Julia, 1931-12-05, F, RADSPORT
Feierabend, Thomas, 1920-12-14, M, SCHWIMMEN
Fink, Erik, 1969-09-19, M, TURNEN
Braun, Matthias, 1937-03-27, M, FECHTEN
Baum, Tanja, 1994-05-19, F, TANZEN
Ackerman, Franziska, 1998-08-27, F, RADSPORT
Jaeger, Dirk, 1975-09-21, M, RUDERN
Kruger, Marco, 1983-07-21, M, TANZEN
Hofmann, Petra, 1949-01-01, F, LEICHTATHLETIK
Friedmann, Angelika, 1955-06-29, F, TURNEN
Fisher, Christian, 1978-05-18, M, REITEN
Fruehauf, Anja, 1917-07-18, F, LEICHTATHLETIK
Fuchs, Kevin, 1961-06-28, M, FUSSBALL
Grunwald, Robert, 1972-09-02, M, SCHWIMMEN
Hahn, Sabine, 1940-05-21, F, FUSSBALL
Eberhardt, Silke, 1967-12-28, F, TANZEN
Nagel, Swen, 1942-08-10, M, RADSPORT
Cole, Lea, 1940-05-04, F, FECHTEN
Kuhn, Sabrina, 1940-01-14, F, LEICHTATHLETIK
Vogt, Tom, 1964-06-10, M, REITEN
Bieber, Karin, 1970-10-18, F, RUDERN
Trommler, Lucas, 1984-12-02, M, RADSPORT
Eggers, Mike, 1977-10-28, M, HANDBALL
Baier, Mike, 1950-12-18, M, REITEN
Hertz, Wolfgang, 1993-03-25, M, TURNEN
Dietrich, Sarah, 1944-06-10, F, RADSPORT
Eiffel, Thomas, 1989-08-19, M, TANZEN
Schreiber, Mathias, 1998-06-14, M, RADSPORT
Schneider, Stefanie, 1945-01-12, F, RADSPORT
Egger, Marko, 1962-05-05, M, LEICHTATHLETIK
Hirsch, Laura, 1976-05-13, F, LEICHTATHLETIK
Finkel, Anne, 1942-04-23, F, RUDERN
Gottlieb, Dieter, 1960-04-15, M, REITEN
Grunewald, Ralf, 1992-09-02, M, HANDBALL
Schmid, Rene, 1951-09-11, M, FECHTEN
Unger, Lea, 1978-06-07, F, SCHWIMMEN
Nadel, Stephan, 1985-03-25, M, REITEN
Durr, Lena, 1933-12-26, F, REITEN
Baier, Christian, 1931-09-30, M, HANDBALL
Wechsler, Sophie, 1955-07-30, F, HANDBALL
Bieber, Annett, 1956-01-07, F, FECHTEN
Bachmeier, Ute, 1960-10-17, F, SCHWIMMEN
Duerr, Laura, 1977-09-25, F, RUDERN
Urner, Dominik, 1996-02-17, M, HANDBALL
Rothschild, Marina, 1952-07-15, F, TURNEN
Gaertner, Tobias, 1944-03-28, M, SCHWIMMEN
Farber, Klaudia, 1928-05-01, F, RADSPORT
Cole, Thorsten, 1974-02-07, M, LEICHTATHLETIK
Krueger, Bernd, 1968-10-15, M, HANDBALL
Pabst, Leah, 1981-08-18, F, FUSSBALL
Rothschild, Jan, 1925-09-19, M, RADSPORT
Junker, Thomas, 1929-05-22, M, RUDERN
Weisz, Michael, 1992-03-13, M, FUSSBALL
Kastner, Ralph, 1983-11-30, M, RADSPORT
Reinhardt, Daniel, 1982-02-24, M, SCHWIMMEN
Schulze, Maik, 1927-10-15, M, LEICHTATHLETIK
Gottschalk, Franziska, 1944-12-11, F, RUDERN
Kuster, Dieter, 1966-06-25, M, FUSSBALL
Gerber, Anke, 1966-02-18, F, TURNEN
Vogel, Bernd, 1984-06-03, M, RADSPORT
Becker, Stefanie, 1934-03-05, F, LEICHTATHLETIK
Dreher, Dominik, 1984-02-04, M, TANZEN
Unger, Julia, 1947-03-17, F, FECHTEN
Schulz, Peter, 1942-08-06, M, RUDERN
Papst, Yvonne, 1965-11-14, F, TURNEN
Biermann, Max, 1941-07-22, M, SCHWIMMEN
Rothschild, Sebastian, 1957-11-15, M, TANZEN
Grunwald, Lea, 1925-02-02, F, FECHTEN
Bergmann, Benjamin, 1985-07-05, M, TANZEN
Frei, Christin, 1980-02-07, F, TANZEN
Eberhart, Bernd, 1961-04-26, M, LEICHTATHLETIK
Scholz, Sandra, 1958-08-30, F, FUSSBALL
Nadel, Felix, 1939-03-02, M, RUDERN
Adler, Robert, 1933-11-20, M, SCHWIMMEN
Beyer, Maria, 1961-02-16, F, RADSPORT
Werner, Robert, 1951-03-31, M, REITEN
Eichel, Christine, 1933-06-18, F, RADSPORT
Schwarz, Katja, 1921-05-04, F, FECHTEN
Hartmann, Sara, 1945-09-11, F, FUSSBALL
Dresner, Stephan, 1960-03-20, M, FECHTEN
Wexler, Rene, 1984-01-25, M, TURNEN
Foerster, Stefanie, 1972-08-16, F, SCHWIMMEN
Kunze, Angelika, 1923-02-22, F, REITEN
Bayer, Diana, 1938-12-17, F, LEICHTATHLETIK
Kuster, Thorsten, 1950-04-12, M, LEICHTATHLETIK
Eisenhower, Christin, 1931-05-23, F, TURNEN
Goldschmidt, Marko, 1973-11-17, M, TANZEN
Hofmann, Tim, 1997-07-02, M, TANZEN
Meyer, Antje, 1951-04-17, F, TURNEN
Dietrich, Karin, 1952-01-21, F, TURNEN
Himmel, Christian, 1965-04-12, M, RUDERN
Aachen, Philipp, 1944-08-30, M, FUSSBALL
Pfeiffer, Florian, 1991-03-24, M, TANZEN
Daecher, Maximilian, 1919-09-17, M, RADSPORT
Herrmann, Alexander, 1999-01-17, M, LEICHTATHLETIK
Faber, Lea, 1941-07-31, F, RUDERN
Walter, Mandy, 1969-05-08, F, RUDERN
Koehler, Lea, 1944-04-23, F, LEICHTATHLETIK
Schweizer, Joerg, 1935-02-01, M, FECHTEN
Huber, Torsten, 1946-02-12, M, FUSSBALL
Gottlieb, Anne, 1975-01-07, F, SCHWIMMEN
Mahler, Alexander, 1972-06-23, M, FUSSBALL
Wulf, Lukas, 1992-10-28, M, SCHWIMMEN
Engel, Thomas, 1965-06-24, M, SCHWIMMEN
Kohler, Kathrin, 1988-04-26, F, HANDBALL
Becker, Anke, 1962-02-02, F, SCHWIMMEN
Krueger, Jens, 1985-10-03, M, FECHTEN
Osterhagen, Jan, 1962-02-23, M, HANDBALL
Bosch, Uwe, 1969-03-21, M, FECHTEN
Mueller, Anne, 1922-11-24, F, TANZEN
Gloeckner, Kristian, 1961-10-28, M, HANDBALL
Baum, Doreen, 1978-01-31, F, RUDERN
Kuhn, Marie, 1997-04-04, F, RUDERN
Lange, Christine, 1989-04-17, F, FUSSBALL
Eisenhower, Manuela, 1989-05-05, F, FECHTEN
Foerster, Joerg, 1961-03-03, M, RADSPORT
Schulz, Diana, 1985-08-03, F, FUSSBALL
Scherer, Mike, 1976-08-31, M, FECHTEN
Rothschild, Jonas, 1961-05-02, M, LEICHTATHLETIK
Fisher, Frank, 1931-01-09, M, LEICHTATHLETIK
Lemann, Antje, 1996-05-28, F, RADSPORT
Achen, Sven, 1954-10-17, M, RUDERN
Scherer, Benjamin, 1956-09-09, M, HANDBALL
Luft, Anne, 1930-02-27, F, TANZEN
Cole, Anke, 1917-11-04, F, RUDERN
Jaeger, Jessica, 1928-11-25, F, TANZEN
Loewe, Max, 1926-05-10, M, RADSPORT
Krueger, Jan, 1979-07-08, M, REITEN
Daecher, Dirk, 1940-02-04, M, TURNEN
Moeller, David, 1962-11-21, M, TANZEN
Rothstein, Barbara, 1953-04-13, F, TURNEN
Kuester, Joerg, 1939-08-08, M, LEICHTATHLETIK
Pfeifer, Swen, 1927-03-29, M, RADSPORT
Dietrich, Ralf, 1932-04-23, M, SCHWIMMEN
Boehm, Kristian, 1918-03-22, M, LEICHTATHLETIK
Kaestner, Stephan, 1989-03-04, M, RUDERN
Schneider, Sabrina, 1989-11-09, F, SCHWIMMEN
Kirsch, Kristin, 1982-01-20, F, FECHTEN
Hoffmann, Thorsten, 1973-07-13, M, TURNEN
Koenig, Phillipp, 1977-01-22, M, SCHWIMMEN
Egger, Maximilian, 1978-11-12, M, FECHTEN
Probst, Marina, 1947-11-05, F, FECHTEN
Meister, Alexander, 1939-09-29, M, SCHWIMMEN
Grunewald, Phillipp, 1961-01-01, M, SCHWIMMEN
Durr, Juliane, 1942-05-30, F, RUDERN
Hoch, Anke, 1989-11-24, F, REITEN
Unger, Ralf, 1946-04-16, M, SCHWIMMEN
Braun, Maria, 1955-08-12, F, LEICHTATHLETIK
Schmitt, Nadine, 1975-12-18, F, SCHWIMMEN
Gottlieb, Steffen, 1984-02-25, M, LEICHTATHLETIK
Schreiner, Jana, 1962-05-07, F, FECHTEN
Goldschmidt, Tom, 1986-03-01, M, TANZEN
Frueh, Lea, 1966-11-26, F, TANZEN
Faerber, Tom, 1976-09-08, M, RADSPORT
Lang, Leonie, 1952-09-30, F, REITEN
Baum, David, 1957-10-27, M, FECHTEN
Bauer, Ulrike, 1992-09-17, F, REITEN
Seiler, Peter, 1949-10-01, M, FECHTEN
Foerster, Martin, 1958-10-23, M, TANZEN
Loewe, Thorsten, 1956-02-22, M, LEICHTATHLETIK
Neumann, Sara, 1918-05-09, F, RUDERN
Thalberg, Nicole, 1979-09-12, F, RUDERN
Freud, Marko, 1954-09-23, M, TANZEN
Reiniger, Tom, 1997-02-21, M, RADSPORT
Beike, Ralph, 1946-05-30, M, TANZEN
Schuhmacher, Philipp, 1957-06-11, M, TURNEN
Beich, Tobias, 1956-06-30, M, TURNEN
Saenger, Christian, 1997-10-01, M, REITEN
Wolf, Lukas, 1996-05-27, M, FECHTEN
Himmel, Juergen, 1938-05-24, M, TANZEN
Boehm, Nicole, 1978-01-02, F, HANDBALL
Maier, Tom, 1966-07-01, M, TURNEN
Moeller, Marcel, 1926-01-14, M, FECHTEN
Schuster, Jonas, 1983-07-02, M, TURNEN
Beckenbauer, Tobias, 1943-08-25, M, TANZEN
Neustadt, Jennifer, 1936-05-18, F, TURNEN
Pfeifer, Sabine, 1960-05-03, F, SCHWIMMEN
Gottschalk, Jessika, 1943-09-20, F, RUDERN
Muench, Birgit, 1952-05-15, F, SCHWIMMEN
Fenstermacher, Julia, 1960-04-25, F, TANZEN
Nussbaum, Lucas, 1988-01-06, M, TURNEN
Busch, Dirk, 1940-01-09, M, LEICHTATHLETIK
Faerber, Christina, 1973-03-18, F, HANDBALL
Eggers, Marko, 1992-02-21, M, REITEN
Vogel, Kristian, 1950-01-30, M, FECHTEN
Theissen, Sarah, 1953-06-30, F, RUDERN
Fruehauf, Sarah, 1921-12-01, F, LEICHTATHLETIK
Bach, Jessica, 1942-03-30, F, FUSSBALL
Eberhart, Uwe, 1988-03-26, M, TURNEN
Weiss, Sara, 1939-06-18, F, LEICHTATHLETIK
Frankfurter, Wolfgang, 1943-07-15, M, FUSSBALL
Frei, Luca, 1943-04-25, M, FUSSBALL
Meier, Monika, 1983-03-25, F, HANDBALL
Weber, Laura, 1919-11-07, F, FECHTEN
Biermann, Anna, 1974-10-30, F, RUDERN
Austerlitz, Andrea, 1932-12-26, F, HANDBALL
Hartmann, Antje, 1928-07-29, F, RUDERN
Ebersbach, Sarah, 1987-12-01, F, TANZEN
Wulf, Jens, 1970-02-27, M, FECHTEN
Metzger, Doreen, 1969-11-21, F, RUDERN
Probst, Jessica, 1970-11-25, F, REITEN
Moeller, Markus, 1918-10-05, M, RUDERN
Abend, Christin, 1920-09-09, F, FUSSBALL
Kruger, Luca, 1979-08-08, M, RUDERN
Kruger, Sabine, 1993-11-27, F, FECHTEN
Feierabend, Kevin, 1929-10-29, M, FECHTEN
Sanger, Daniela, 1917-11-20, F, FECHTEN
Gerste, Sophie, 1940-11-27, F, TURNEN
Hahn, Kristian, 1996-04-05, M, LEICHTATHLETIK
Freytag, Annett, 1990-05-23, F, RADSPORT
Schweitzer, Florian, 1989-04-13, M, REITEN
Weiss, Sven, 1930-10-19, M, REITEN
Wannemaker, Luca, 1967-11-23, M, REITEN
Koenig, Erik, 1988-12-29, M, SCHWIMMEN
Gersten, Kevin, 1939-09-01, M, HANDBALL
Pfeiffer, Mike, 1976-05-09, M, REITEN
Jager, Maximilian, 1997-07-16, M, HANDBALL
Lemann, Julia, 1946-05-24, F, TURNEN
Koehler, Marina, 1992-05-26, F, TANZEN
Vogt, Gabriele, 1998-03-04, F, FECHTEN
Gersten, Uwe, 1952-04-25, M, TANZEN
Fisher, Klaudia, 1943-07-23, F, RUDERN
Austerlitz, Laura, 1964-05-14, F, REITEN
Peters, Karin, 1969-06-04, F, SCHWIMMEN
Freeh, Anja, 1960-06-02, F, FECHTEN
Beyer, Luca, 1974-04-19, M, HANDBALL
Sankt, Tanja, 1969-07-27, F, TANZEN
Faust, Anja, 1984-08-24, F, TANZEN
Bauer, Sophia, 1928-05-27, F, TURNEN
Keller, Jonas, 1936-05-02, M, FECHTEN
Holtzmann, Heike, 1995-01-02, F, HANDBALL
Gerber, Karin, 1953-02-10, F, RADSPORT
Berg, Christine, 1965-11-14, F, SCHWIMMEN
Frankfurter, Anna, 1921-05-18, F, FUSSBALL
Faerber, Marie, 1964-10-07, F, HANDBALL
Dietrich, Bernd, 1989-11-28, M, LEICHTATHLETIK
Ackermann, Ulrich, 1932-03-31, M, LEICHTATHLETIK
Friedmann, Luca, 1988-12-10, M, FUSSBALL
Theiss, Jonas, 1963-04-01, M, FUSSBALL
Aachen, Dirk, 1923-07-22, M, RUDERN
Wexler, Marco, 1943-06-30, M, LEICHTATHLETIK
Aachen, Christina, 1965-10-20, F, REITEN
Schuster, Kristian, 1969-02-09, M, RUDERN
Weiss, Nicole, 1984-09-06, F, TANZEN
Maurer, Tobias, 1920-08-12, M, TANZEN
Gottschalk, Leah, 1969-08-14, F, TURNEN
Faerber, Lukas, 1941-02-08, M, TANZEN
Boehm, Max, 1979-05-11, M, LEICHTATHLETIK
Schroder, Sabine, 1960-11-20, F, FECHTEN
Muller, Eric, 1967-02-22, M, REITEN
Fink, Daniel, 1976-01-20, M, TANZEN
Zweig, Sandra, 1945-07-23, F, RUDERN
Meyer, Uwe, 1949-04-19, M, TANZEN
Reinhard, Mathias, 1980-08-26, M, HANDBALL
Achen, Daniel, 1925-05-05, M, FUSSBALL
Hartmann, Sabine, 1989-01-20, F, RADSPORT
Fuerst, Ulrich, 1978-08-05, M, TURNEN
Gerste, Juergen, 1947-12-31, M, REITEN
Schultheiss, Thomas, 1966-12-06, M, REITEN
Zimmermann, Susanne, 1939-11-13, F, LEICHTATHLETIK
Scholz, Robert, 1946-01-10, M, RUDERN
Fuhrmann, Jonas, 1964-02-19, M, TANZEN
Pfeifer, Thomas, 1925-02-21, M, HANDBALL
Scherer, Jana, 1962-05-23, F, FUSSBALL
Frueh, Ralf, 1938-04-13, M, HANDBALL
Zimmerman, Niklas, 1972-01-20, M, FECHTEN
Furst, Mathias, 1920-04-27, M, SCHWIMMEN
Eberhardt, Ralph, 1972-09-09, M, TURNEN
Konig, Frank, 1927-12-15, M, SCHWIMMEN
Frankfurter, Daniela, 1983-01-20, F, HANDBALL
Faber, Daniela, 1941-04-10, F, HANDBALL
Luft, Manuela, 1984-04-05, F, FUSSBALL
Jaeger, Wolfgang, 1936-06-30, M, LEICHTATHLETIK
Glockner, Thomas, 1975-04-12, M, TANZEN
Engel, Tim, 1963-04-02, M, HANDBALL
Ritter, Ralph, 1990-08-23, M, SCHWIMMEN
Meyer, Mathias, 1935-02-20, M, RUDERN
Ebersbacher, Luca, 1975-07-30, M, TURNEN
Mauer, Doreen, 1991-03-25, F, FECHTEN
Ebersbacher, Patrick, 1934-05-19, M, REITEN
Nadel, Uwe, 1931-12-10, M, HANDBALL
Goldschmidt, Leah, 1942-01-18, F, FECHTEN
Berg, Dirk, 1930-04-10, M, TURNEN
Propst, Yvonne, 1940-09-13, F, TURNEN
Krueger, Felix, 1971-04-19, M, TURNEN
Gersten, Stephanie, 1980-01-03, F, FECHTEN
Gruenewald, Marcel, 1930-10-17, M, LEICHTATHLETIK
Schuhmacher, Sophia, 1971-12-25, F, TURNEN
Austerlitz, Jessica, 1927-05-20, F, HANDBALL
Fuchs, Steffen, 1947-05-10, M, REITEN
Baumgaertner, Sandra, 1995-02-05, F, REITEN
Weiss, Lena, 1948-07-17, F, HANDBALL
Lehmann, Leonie, 1989-10-09, F, FUSSBALL
Bach, Kevin, 1921-06-01, M, TANZEN
Glockner, Daniel, 1976-12-11, M, SCHWIMMEN
Kaufmann, Sandra, 1993-12-11, F, REITEN
Gloeckner, Mandy, 1974-01-15, F, FECHTEN
Frey, Thorsten, 1960-11-03, M, SCHWIMMEN
Kunze, Melanie, 1946-01-09, F, RADSPORT
Wulf, Uwe, 1960-10-03, M, SCHWIMMEN
Himmel, Kathrin, 1922-06-16, F, RUDERN
Wagner, Lucas, 1985-10-28, M, LEICHTATHLETIK
Kirsch, Mario, 1976-04-04, M, HANDBALL
Frueh, Dennis, 1947-12-17, M, FUSSBALL
Becker, Daniel, 1987-06-05, M, REITEN
Rothstein, Katja, 1930-12-11, F, REITEN
Dietrich, Lucas, 1935-11-04, M, RUDERN
Saenger, Marie, 1955-04-30, F, REITEN
Weiss, Monika, 1977-07-19, F, FUSSBALL
Frankfurter, Vanessa, 1965-10-19, F, FUSSBALL
Bieber, Rene, 1942-03-13, M, TANZEN
Frueh, Max, 1971-06-22, M, FUSSBALL
Blau, Frank, 1953-01-14, M, RUDERN
Kastner, Yvonne, 1949-10-26, F, FUSSBALL
Herzog, Maximilian, 1953-09-27, M, RUDERN
Zweig, Stefan, 1938-05-12, M, TURNEN
Schaefer, Christine, 1990-04-16, F, FUSSBALL
Baader, Antje, 1963-08-30, F, SCHWIMMEN
Zweig, Benjamin, 1952-02-01, M, FECHTEN
Kuefer, Brigitte, 1943-08-15, F, RADSPORT
Herzog, Maik, 1984-12-17, M, FUSSBALL
Kunze, Simone, 1967-11-16, F, HANDBALL
Sommer, Patrick, 1958-12-23, M, TURNEN
Rothschild, Paul, 1927-02-22, M, RADSPORT
Rothschild, Janina, 1989-02-01, F, FUSSBALL
Wannemaker, Ralph, 1944-01-25, M, LEICHTATHLETIK
Gruenewald, Lukas, 1939-06-03, M, REITEN
Keller, Christina, 1951-11-18, F, SCHWIMMEN
Buerger, Marko, 1978-08-01, M, SCHWIMMEN
Kappel, Sabrina, 1974-05-26, F, LEICHTATHLETIK
Eisenhower, Jens, 1949-06-30, M, LEICHTATHLETIK
Kluge, Mario, 1963-12-22, M, RUDERN
Busch, Ralf, 1928-02-29, M, FECHTEN
Meier, Thorsten, 1966-05-27, M, FECHTEN
Beckenbauer, Antje, 1962-11-14, F, TURNEN
Wexler, Anna, 1923-06-05, F, SCHWIMMEN
Junker, Marko, 1998-01-09, M, REITEN
Fischer, Ute, 1977-03-04, F, FUSSBALL
Meister, Tom, 1981-07-17, M, REITEN
Dresdner, Peter, 1918-11-20, M, TURNEN
Gerste, Sophie, 1994-02-14, F, FECHTEN
Schulz, Uwe, 1991-01-17, M, REITEN
Hartmann, Ines, 1936-09-01, F, TANZEN
Hirsch, Wolfgang, 1920-02-25, M, FECHTEN
Kohler, Brigitte, 1948-06-25, F, HANDBALL
Loewe, Tom, 1938-09-29, M, TANZEN
Schaefer, Phillipp, 1975-09-01, M, TANZEN
Schreiber, Kerstin, 1930-06-15, F, FECHTEN
Braun, Lukas, 1918-02-19, M, FECHTEN
Koch, Annett, 1965-02-27, F, FECHTEN
Faust, Sandra, 1973-05-21, F, HANDBALL
Reinhard, Christina, 1969-05-16, F, FECHTEN
Koenig, Anke, 1932-03-06, F, TANZEN
Sanger, Nadine, 1954-10-07, F, FECHTEN
Fuhrmann, Andrea, 1997-01-01, F, FUSSBALL
Buerger, Katharina, 1965-11-18, F, HANDBALL
Braun, Joerg, 1952-07-20, M, FECHTEN
Jung, Annett, 1971-02-01, F, LEICHTATHLETIK
Baier, Martin, 1941-06-22, M, FUSSBALL
Hoffmann, Tom, 1982-06-18, M, RUDERN
Abend, Jana, 1950-07-31, F, HANDBALL
Pfeiffer, Petra, 1990-04-22, F, REITEN
Weiss, Florian, 1986-03-22, M, HANDBALL
Fuhrmann, Kristian, 1944-12-02, M, SCHWIMMEN
Frueh, Tim, 1948-04-07, M, FECHTEN
Bayer, Kristin, 1942-02-11, F, FECHTEN
Kunze, Sebastian, 1948-03-09, M, LEICHTATHLETIK
Faust, Katja, 1985-06-12, F, HANDBALL
Konig, Birgit, 1983-04-09, F, RUDERN
Bieber, Uwe, 1969-11-12, M, RADSPORT
Busch, Julia, 1921-04-03, F, HANDBALL
Schmitt, Diana, 1951-11-09, F, FECHTEN
Meier, Claudia, 1961-09-18, F, RUDERN
Gottlieb, Kevin, 1933-11-01, M, RUDERN
Richter, Rene, 1992-09-07, M, SCHWIMMEN
Fisher, Lucas, 1979-08-09, M, RADSPORT
Ackermann, Thomas, 1922-04-29, M, LEICHTATHLETIK
Meier, Paul, 1958-04-28, M, FECHTEN
Shuster, Bernd, 1980-12-15, M, TANZEN
Roth, Lukas, 1921-11-03, M, HANDBALL
Holtzmann, Anna, 1998-07-29, F, RADSPORT
Becker, Kathrin, 1927-04-22, F, TANZEN
Jaeger, Julia, 1990-12-31, F, TANZEN
Fuchs, Marco, 1925-09-01, M, FECHTEN
Decker, David, 1941-04-21, M, RADSPORT
Austerlitz, Antje, 1954-11-10, F, RUDERN
Dreher, Christin, 1921-01-07, F, RUDERN
Meister, Steffen, 1975-06-09, M, FUSSBALL
Frueh, Martin, 1924-05-22, M, RADSPORT
Ebersbacher, Jessica, 1995-03-03, F, REITEN
Vogt, Thomas, 1932-03-04, M, HANDBALL
Feierabend, Lea, 1953-02-03, F, REITEN
Pfaff, Antje, 1992-06-17, F, FUSSBALL
Strauss, Sebastian, 1953-07-19, M, REITEN
Scholz, Dieter, 1998-04-13, M, LEICHTATHLETIK
Gerste, Christina, 1997-06-18, F, SCHWIMMEN
Strauss, Ulrich, 1968-11-30, M, HANDBALL
Decker, Wolfgang, 1971-08-10, M, LEICHTATHLETIK
Engel, Paul, 1976-10-04, M, LEICHTATHLETIK
Finkel, Johanna, 1938-04-09, F, RUDERN
Weiss, Barbara, 1928-02-28, F, REITEN
Baier, Marko, 1932-09-28, M, TURNEN
Seiler, Doreen, 1989-05-08, F, REITEN
Decker, Jessika, 1928-03-19, F, FECHTEN
Seiler, Kristin, 1932-08-10, F, RUDERN
Schroder, Christian, 1972-05-22, M, FECHTEN
Klein, Gabriele, 1962-03-16, F, SCHWIMMEN
Bieber, Maria, 1977-08-17, F, RUDERN
Bauer, Anke, 1982-01-12, F, RUDERN
Lowe, Sven, 1983-05-31, M, REITEN
Furst, Stefan, 1918-11-06, M, TANZEN
Beich, Angelika, 1953-04-18, F, HANDBALL
Reinhard, Yvonne, 1937-03-07, F, RADSPORT
Meister, Julia, 1969-01-01, F, FECHTEN
Reiniger, Jennifer, 1974-12-30, F, SCHWIMMEN
Daecher, David, 1971-02-15, M, HANDBALL
Mahler, Mario, 1918-11-16, M, LEICHTATHLETIK
Egger, Jessika, 1923-10-31, F, TURNEN
Propst, Lea, 1972-11-08, F, TURNEN
Schaefer, Stephan, 1948-09-14, M, TURNEN
Beike, Jan, 1962-12-05, M, RUDERN
Schwab, Laura, 1920-07-28, F, REITEN
Keller, David, 1953-12-26, M, REITEN
Brandt, Jana, 1971-08-04, F, RUDERN
Mayer, Sabrina, 1934-12-10, F, RUDERN
Eberhardt, Thomas, 1967-12-09, M, TANZEN
Reiniger, Tobias, 1997-12-23, M, REITEN
Seiler, Erik, 1955-07-22, M, TANZEN
Nussbaum, Nicole, 1969-03-22, F, TANZEN
Dietrich, Felix, 1918-06-21, M, SCHWIMMEN
Bach, Kerstin, 1937-01-16, F, RUDERN
Eiffel, Jessika, 1943-06-14, F, RUDERN
Kohler, Kevin, 1930-12-17, M, RUDERN
Durr, Laura, 1960-11-04, F, SCHWIMMEN
Maier, Daniel, 1950-02-08, M, LEICHTATHLETIK
Eichel, Patrick, 1997-01-02, M, FUSSBALL
Kaufmann, Leah, 1956-10-19, F, SCHWIMMEN
Wolf, Petra, 1946-11-17, F, FECHTEN
Baer, Jessica, 1995-08-15, F, FUSSBALL
Freytag, Heike, 1925-04-04, F, TURNEN
Klein, Jessika, 1995-05-02, F, RADSPORT
Herzog, Mathias, 1985-01-20, M, LEICHTATHLETIK
Wagner, Lukas, 1994-05-22, M, TURNEN
Baumgaertner, Angelika, 1966-01-07, F, TANZEN
Schroeder, Sophie, 1984-12-20, F, SCHWIMMEN
Wurfel, Thomas, 1963-10-22, M, HANDBALL
Schulz, Uwe, 1976-09-19, M, LEICHTATHLETIK
Diederich, Felix, 1923-05-21, M, RUDERN
Eiffel, Gabriele, 1951-10-29, F, SCHWIMMEN
Kaiser, Sandra, 1951-12-27, F, REITEN
Drechsler, Tom, 1966-08-13, M, FUSSBALL
Ackerman, Wolfgang, 1951-02-25, M, FECHTEN
Nagel, Dirk, 1978-01-02, M, TURNEN
Ebersbach, Stefan, 1971-03-10, M, LEICHTATHLETIK
Lange, Julia, 1996-04-08, F, FECHTEN
Eichmann, Leonie, 1918-01-02, F, SCHWIMMEN
Mehler, Steffen, 1989-06-25, M, FUSSBALL
Brauer, Susanne, 1968-10-12, F, FUSSBALL
Baier, Marcel, 1964-12-07, M, REITEN
Muench, Nicole, 1947-09-29, F, RUDERN
Pfeffer, Andrea, 1979-03-22, F, FECHTEN
Bauer, Wolfgang, 1996-02-26, M, REITEN
Meyer, Thorsten, 1928-09-12, M, LEICHTATHLETIK
Baumgartner, Julia, 1957-04-03, F, LEICHTATHLETIK
Scherer, Jan, 1957-11-30, M, RADSPORT
Rothschild, Janina, 1926-10-30, F, FECHTEN
Eichmann, Johanna, 1932-03-08, F, RADSPORT
Winkel, Monika, 1941-03-02, F, LEICHTATHLETIK
Scholz, Patrick, 1979-10-12, M, RUDERN
Baecker, Philipp, 1925-07-25, M, FUSSBALL
Bumgarner, Nadine, 1983-06-19, F, FUSSBALL
Bieber, Gabriele, 1949-04-17, F, HANDBALL
Luft, Mario, 1940-10-17, M, RUDERN
Wirtz, Phillipp, 1987-12-01, M, RADSPORT
Seiler, Christin, 1946-05-16, F, SCHWIMMEN
Thalberg, Yvonne, 1973-11-30, F, REITEN
Theiss, Michael, 1967-07-20, M, TURNEN
Lehmann, Anke, 1997-10-29, F, LEICHTATHLETIK
Freud, Uwe, 1994-03-20, M, SCHWIMMEN
Kruger, Eric, 1931-09-12, M, LEICHTATHLETIK
Burger, Lena, 1976-07-09, F, FUSSBALL
Abend, Andrea, 1931-11-15, F, FECHTEN
Kluge, Thorsten, 1972-09-29, M, TURNEN
Gaertner, Karolin, 1988-11-01, F, RADSPORT
Peters, Ute, 1995-04-29, F, FECHTEN
Trommler, Klaus, 1981-07-20, M, LEICHTATHLETIK
Bader, Frank, 1982-02-20, M, FECHTEN
Kaiser, Karin, 1957-03-10, F, LEICHTATHLETIK
Weiss, Sarah, 1976-05-07, F, TANZEN
Glockner, Kevin, 1968-01-21, M, SCHWIMMEN
Baumgaertner, Katrin, 1972-12-02, F, LEICHTATHLETIK
Fiedler, Kristian, 1979-08-23, M, FUSSBALL
Grunewald, Jan, 1931-06-03, M, REITEN
Muller, Jessika, 1971-07-08, F, TANZEN
Friedman, Niklas, 1946-12-10, M, TURNEN
Schwab, Martin, 1965-10-15, M, REITEN
