Abt, Andreas, 1944-01-02, M, REITEN
Schroeder, Kathrin, 1960-05-04, F, TURNEN
Strauss, Katharina, 1990-05-04, F, HANDBALL
Schaefer, Kristian, 1923-08-05, M, SCHWIMMEN
Schroder, Katja, 1948-08-05, F, SCHWIMMEN
Schmitz, Katrin, 1982-08-05, F, RUDERN
Sanger, Katja, 1987-08-05, F, RUDERN
Seiler, Katharina, 1939-09-05, F, RUDERN
Schroeder, Katrin, 1979-09-05, F, FUSSBALL
Schwab, Karin, 1951-10-05, F, RUDERN
Schuhmacher, Katharina, 1995-01-09, F, RADSPORT
Schuster, Kristian, 1969-02-09, M, RUDERN
Schaefer, Kevin, 1974-02-09, M, TANZEN
Sanger, Katja, 1985-02-09, F, LEICHTATHLETIK
Schmitt, Kathrin, 1930-03-09, F, FECHTEN
Schweitzer, Katharina, 1978-03-09, F, HANDBALL
Shuster, Karolin, 1921-06-10, F, SCHWIMMEN
Schaefer, Klaus, 1934-07-10, M, SCHWIMMEN
Schultz, Katrin, 1947-07-10, F, FUSSBALL
Schmidt, Katrin, 1953-07-10, F, RUDERN
Seiler, Kristin, 1932-08-10, F, RUDERN
Schneider, Klaudia, 1917-11-11, F, TANZEN
Schroder, Klaudia, 1923-11-11, F, RUDERN
Shuster, Karin, 1941-12-11, F, SCHWIMMEN
Shuster, Kerstin, 1941-01-14, F, TANZEN
Schweitzer, Karin, 1961-01-14, F, LEICHTATHLETIK
Sommer, Klaudia, 1920-04-15, F, TANZEN
Schweizer, Katharina, 1943-04-15, F, RUDERN
Schmitt, Kristian, 1928-05-15, M, REITEN
Schweizer, Klaus, 1954-05-15, M, RADSPORT
Schroeder, Kevin, 1998-05-15, M, HANDBALL
Schreiber, Kerstin, 1930-06-15, F, FECHTEN
Schwartz, Kathrin, 1960-06-15, F, SCHWIMMEN
Schultheiss, Katharina, 1921-09-16, F, TURNEN
Schultheiss, Kristin, 1933-09-16, F, REITEN
Schuhmacher, Katrin, 1946-09-16, F, HANDBALL
Scholz, Kathrin, 1953-09-16, F, TURNEN
Schneider, Kristin, 1932-10-16, F, HANDBALL
Schmidt, Kevin, 1964-10-16, M, TANZEN
Schulz, Kristin, 1973-10-16, F, RUDERN
Sommer, Kristin, 1990-10-16, F, RUDERN
Schuhmacher, Kathrin, 1917-11-16, F, FECHTEN
Schroeder, Kristin, 1932-11-16, F, TURNEN
Schultz, Klaus, 1969-11-16, M, TANZEN
Sankt, Klaudia, 1938-02-20, F, TANZEN
Scholz, Katharina, 1973-02-20, F, FUSSBALL
Schiffer, Kevin, 1993-02-20, M, FECHTEN
Schultz, Kristian, 1980-03-20, M, HANDBALL
Saenger, Kristin, 1995-04-20, F, SCHWIMMEN
Schmitt, Katrin, 1941-07-21, F, FUSSBALL
Schmitt, Kristin, 1919-08-21, F, FECHTEN
Scherer, Karin, 1940-09-21, F, FUSSBALL
Schulz, Kevin, 1931-12-22, M, TURNEN
Strauss, Katharina, 1953-01-25, F, RADSPORT
Schweitzer, Klaus, 1945-02-25, M, TURNEN
Schaefer, Katharina, 1995-02-25, F, TURNEN
Schaefer, Klaus, 1930-08-26, M, FECHTEN
Schroeder, Katrin, 1967-09-26, F, TURNEN
Schroeder, Kristian, 1980-09-26, M, FUSSBALL
Schwab, Katharina, 1995-09-26, F, RADSPORT
Schiffer, Katharina, 1935-10-26, F, LEICHTATHLETIK
Schaefer, Kristian, 1992-10-26, M, TURNEN
Sanger, Klaus, 1939-01-30, M, RADSPORT
Scherer, Kerstin, 1969-01-30, F, REITEN
Schweitzer, Klaus, 1922-03-30, M, FUSSBALL
Schuhmacher, Klaus, 1957-03-30, M, HANDBALL
Schweitzer, Kevin, 1918-07-31, M, SCHWIMMEN
Schweizer, Katrin, 1926-07-31, F, TURNEN
Schaefer, Klaus, 1938-07-31, M, TANZEN
Sanger, Kerstin, 1945-07-31, F, RUDERN
Schmitz, Kerstin, 1976-07-31, F, RUDERN
Strauss, Kristian, 1946-08-31, M, TANZEN
Schmid, Karolin, 1972-08-31, F, TURNEN
Seiler, Luca, 1977-05-01, M, RADSPORT
Schultheiss, Lea, 1964-06-01, F, TANZEN
Schuhmacher, Leon, 1969-07-01, M, HANDBALL
Schwab, Lea, 1985-07-01, F, TANZEN
Schreiner, Lea, 1921-10-02, F, RADSPORT
Sankt, Leonie, 1961-10-02, F, HANDBALL
Schultheiss, Lukas, 1966-10-02, M, LEICHTATHLETIK
Schroeder, Lisa, 1944-11-02, F, LEICHTATHLETIK
Scholz, Luca, 1917-12-02, M, SCHWIMMEN
Schmid, Lucas, 1958-12-02, M, RADSPORT
Schwarz, Lisa, 1969-12-02, F, SCHWIMMEN
Schweitzer, Lena, 1971-12-02, F, RADSPORT
Schuster, Luca, 1983-12-02, M, LEICHTATHLETIK
Scholz, Luca, 1972-03-06, M, TURNEN
Saenger, Laura, 1963-04-06, F, FUSSBALL
Seiler, Lucas, 1990-04-06, M, HANDBALL
Schweitzer, Lisa, 1957-05-06, F, FUSSBALL
Schwab, Lea, 1970-05-06, F, FECHTEN
Schwarz, Lukas, 1972-05-06, M, HANDBALL
Schroeder, Laura, 1975-05-06, F, FECHTEN
Schreiner, Lena, 1949-08-07, F, RADSPORT
Schuhmacher, Lucas, 1955-08-07, M, RADSPORT
Schweitzer, Leah, 1985-08-07, F, REITEN
Shuster, Lukas, 1920-10-07, M, HANDBALL
Schwarz, Lisa, 1931-10-07, F, RUDERN
Schmitz, Lukas, 1948-02-11, M, REITEN
Schwarz, Leon, 1989-02-11, M, RADSPORT
Schmid, Leon, 1927-07-12, M, SCHWIMMEN
Schweitzer, Lisa, 1974-07-12, F, RADSPORT
Schwab, Lisa, 1981-07-12, F, RADSPORT
Schultz, Lucas, 1955-08-12, M, FECHTEN
Saenger, Lucas, 1965-08-12, M, REITEN
Schuster, Lukas, 1993-08-12, M, RADSPORT
Schaefer, Lea, 1946-11-13, F, HANDBALL
Sankt, Lena, 1961-11-13, F, FECHTEN
Schmid, Leonie, 1998-11-13, F, RADSPORT
Schmid, Leonie, 1926-12-13, F, TANZEN
Schuster, Lukas, 1933-12-13, M, REITEN
Schmidt, Leah, 1993-12-13, F, TURNEN
Schmidt, Leon, 1968-01-16, M, FECHTEN
Schreiber, Lena, 1969-01-16, F, TURNEN
Scherer, Luca, 1972-01-16, M, RUDERN
Schultz, Lisa, 1923-04-17, F, RUDERN
Schmitt, Lea, 1967-04-17, F, RADSPORT
Sankt, Lena, 1921-05-17, F, RADSPORT
Schneider, Leah, 1935-05-17, F, TURNEN
Scholz, Leonie, 1949-05-17, F, SCHWIMMEN
Schaefer, Leonie, 1977-05-17, F, FUSSBALL
Schwarz, Lea, 1989-05-17, F, FUSSBALL
Schroeder, Lucas, 1929-06-17, M, TURNEN
Schuster, Luca, 1958-09-18, M, HANDBALL
Schmitt, Lena, 1968-10-18, F, LEICHTATHLETIK
Sommer, Leah, 1996-10-18, F, RUDERN
Schulze, Laura, 1926-11-18, F, FECHTEN
Schmidt, Luca, 1968-11-18, M, TANZEN
Shuster, Lucas, 1965-04-22, M, FECHTEN
Schiffer, Leonie, 1997-04-22, F, SCHWIMMEN
Schroder, Luca, 1964-07-23, M, FUSSBALL
Schultz, Leon, 1987-07-23, M, TANZEN
Schreiner, Leon, 1917-08-23, M, SCHWIMMEN
Schultz, Lucas, 1918-08-23, M, SCHWIMMEN
Schmid, Lisa, 1919-08-23, F, FECHTEN
Schwarz, Lena, 1944-08-23, F, TANZEN
Schultz, Lena, 1963-08-23, F, REITEN
Schaefer, Lucas, 1935-09-23, M, TANZEN
Strauss, Lena, 1944-09-23, F, TURNEN
Scherer, Leah, 1955-09-23, F, FUSSBALL
Sanger, Leon, 1927-12-24, M, FUSSBALL
Sankt, Luca, 1933-12-24, M, RUDERN
Strauss, Lucas, 1919-01-27, M, TANZEN
Sommer, Lea, 1970-01-27, F, FECHTEN
Schreiber, Leah, 1962-02-27, F, RADSPORT
Schultz, Lea, 1971-02-27, F, FUSSBALL
Seiler, Luca, 1985-02-27, M, SCHWIMMEN
Shuster, Laura, 1990-02-27, F, RUDERN
Schreiner, Lisa, 1993-02-27, F, FECHTEN
Shuster, Leonie, 1978-05-28, F, REITEN
Schreiber, Lea, 1982-05-28, F, SCHWIMMEN
Sommer, Leon, 1996-05-28, M, TURNEN
Schwab, Lucas, 1965-06-28, M, TURNEN
Seiler, Lucas, 1970-06-28, M, REITEN
Schwab, Laura, 1920-07-28, F, REITEN
Schmid, Lena, 1918-10-29, F, REITEN
Shuster, Lucas, 1938-10-29, M, FUSSBALL
Schmitz, Lea, 1957-10-29, F, SCHWIMMEN
Schmid, Lukas, 1962-10-29, M, RUDERN
Schwarz, Leon, 1991-10-29, M, HANDBALL
Saenger, Leonie, 1943-11-29, F, RUDERN
Schiffer, Luca, 1960-11-29, M, RADSPORT
Scholz, Lucas, 1992-12-29, M, RUDERN
Sankt, Lucas, 1996-12-29, M, TURNEN
Schuster, Mike, 1928-03-03, M, FUSSBALL
Schmid, Mathias, 1961-03-03, M, RUDERN
Scholz, Maria, 1974-03-03, F, RUDERN
Schwartz, Monika, 1981-03-03, F, REITEN
Schultz, Melanie, 1987-03-03, F, SCHWIMMEN
Schmitt, Monika, 1927-04-03, F, REITEN
Saenger, Martin, 1932-04-03, M, FECHTEN
Schreiber, Mathias, 1950-04-03, M, SCHWIMMEN
Scherer, Martin, 1981-04-03, M, LEICHTATHLETIK
Schroeder, Mathias, 1982-04-03, M, FUSSBALL
Sommer, Max, 1923-05-03, M, FECHTEN
Schwartz, Markus, 1924-05-03, M, TURNEN
Scherer, Mike, 1926-05-03, M, RUDERN
Schmitt, Michael, 1950-05-03, M, SCHWIMMEN
Scherer, Marko, 1964-05-03, M, SCHWIMMEN
Schuster, Marcel, 1981-05-03, M, TANZEN
Schmitz, Markus, 1983-05-03, M, FECHTEN
Schneider, Max, 1998-05-03, M, SCHWIMMEN
Schultheiss, Maik, 1999-05-03, M, LEICHTATHLETIK
Schaefer, Melanie, 1950-08-04, F, SCHWIMMEN
Schwab, Marko, 1952-08-04, M, TURNEN
Saenger, Marie, 1971-08-04, F, RUDERN
Schulze, Mike, 1997-08-04, M, TANZEN
Seiler, Michelle, 1919-09-04, F, TANZEN
Schmidt, Mario, 1921-09-04, M, HANDBALL
Schweizer, Monika, 1931-09-04, F, LEICHTATHLETIK
Schweizer, Martin, 1941-09-04, M, RADSPORT
Shuster, Marie, 1942-09-04, F, HANDBALL
Shuster, Michael, 1943-09-04, M, RUDERN
Schiffer, Marie, 1946-09-04, F, FECHTEN
Schreiber, Michelle, 1941-12-05, F, LEICHTATHLETIK
Schulze, Maik, 1969-12-05, M, RADSPORT
Schwarz, Mathias, 1971-12-05, M, FECHTEN
Schaefer, Mike, 1920-01-08, M, TURNEN
Schreiner, Maximilian, 1922-01-08, M, TURNEN
Schwarz, Marco, 1969-01-08, M, SCHWIMMEN
Schroeder, Maik, 1971-01-08, M, LEICHTATHLETIK
Schulz, Michelle, 1999-01-08, F, RUDERN
Schulze, Martina, 1935-02-08, F, HANDBALL
Shuster, Michael, 1960-02-08, M, FUSSBALL
Schuster, Mario, 1975-02-08, M, FUSSBALL
Scherer, Monika, 1980-02-08, F, TURNEN
Schmidt, Markus, 1985-02-08, M, FUSSBALL
Schultheiss, Matthias, 1987-02-08, M, LEICHTATHLETIK
Schroeder, Marco, 1997-02-08, M, RUDERN
Sanger, Martin, 1999-02-08, M, TURNEN
Schreiber, Matthias, 1920-06-09, M, SCHWIMMEN
Schreiner, Martin, 1922-06-09, M, HANDBALL
Scherer, Marina, 1935-06-09, F, HANDBALL
Schwarz, Martina, 1991-06-09, F, FUSSBALL
Schiffer, Mike, 1992-06-09, M, TURNEN
Saenger, Matthias, 1945-07-09, M, LEICHTATHLETIK
Schuster, Marina, 1948-07-09, F, TURNEN
Strauss, Matthias, 1919-11-10, M, REITEN
Schmitt, Mathias, 1992-11-10, M, SCHWIMMEN
Saenger, Melanie, 1995-11-10, F, RADSPORT
Sankt, Markus, 1997-11-10, M, SCHWIMMEN
Sommer, Marco, 1917-12-10, M, FECHTEN
Shuster, Mathias, 1937-12-10, M, RUDERN
Schreiner, Maik, 1955-12-10, M, TANZEN
Schulze, Markus, 1964-12-10, M, LEICHTATHLETIK
Schneider, Martin, 1969-12-10, M, SCHWIMMEN
Schwarz, Marcel, 1980-12-10, M, REITEN
Schreiber, Michelle, 1995-12-10, F, SCHWIMMEN
Schweitzer, Manuela, 1931-04-14, F, TURNEN
Schiffer, Maik, 1935-04-14, M, HANDBALL
Schulze, Marco, 1954-04-14, M, REITEN
Schreiber, Marko, 1918-05-14, M, SCHWIMMEN
Schreiber, Marie, 1940-05-14, F, SCHWIMMEN
Schmid, Martina, 1947-05-14, F, LEICHTATHLETIK
Seiler, Martin, 1962-05-14, M, LEICHTATHLETIK
Schultz, Marie, 1976-05-14, F, RUDERN
Schiffer, Markus, 1979-05-14, M, TURNEN
Schneider, Marie, 1982-05-14, F, REITEN
Schroder, Mike, 1936-06-14, M, TURNEN
Schaefer, Michelle, 1952-06-14, F, TANZEN
Schuhmacher, Marko, 1962-06-14, M, REITEN
Scholz, Marco, 1968-06-14, M, RADSPORT
Schreiber, Mathias, 1998-06-14, M, RADSPORT
Schmid, Mathias, 1928-09-15, M, FUSSBALL
Saenger, Markus, 1939-09-15, M, FUSSBALL
Schulze, Marina, 1982-09-15, F, HANDBALL
Schulze, Maik, 1927-10-15, M, LEICHTATHLETIK
Schiffer, Marie, 1932-10-15, F, SCHWIMMEN
Schmidt, Melanie, 1933-10-15, F, FECHTEN
Schweizer, Mike, 1940-10-15, M, FUSSBALL
Sommer, Maria, 1960-10-15, F, RUDERN
Schwab, Martin, 1965-10-15, M, REITEN
Schulze, Max, 1969-10-15, M, SCHWIMMEN
Schaefer, Manuela, 1991-10-15, F, TANZEN
Schuster, Marcel, 1932-02-19, M, HANDBALL
Schiffer, Marco, 1923-03-19, M, LEICHTATHLETIK
Schweizer, Marina, 1936-03-19, F, RADSPORT
Scholz, Marko, 1951-03-19, M, LEICHTATHLETIK
Sankt, Monika, 1992-03-19, F, LEICHTATHLETIK
Sanger, Mario, 1995-03-19, M, LEICHTATHLETIK
Schroder, Mike, 1932-07-20, M, TURNEN
Schmidt, Max, 1937-07-20, M, RADSPORT
Schneider, Matthias, 1963-07-20, M, LEICHTATHLETIK
Schmitt, Michael, 1974-07-20, M, FUSSBALL
Schuster, Maximilian, 1992-07-20, M, REITEN
Sommer, Max, 1998-07-20, M, LEICHTATHLETIK
Schultheiss, Martin, 1929-08-20, M, REITEN
Schmid, Martin, 1933-08-20, M, RADSPORT
Schultz, Marcel, 1972-08-20, M, TURNEN
Schreiber, Marco, 1991-08-20, M, RUDERN
Saenger, Martin, 1917-09-20, M, RADSPORT
Schuhmacher, Maximilian, 1934-09-20, M, RADSPORT
Schuster, Mario, 1927-12-21, M, REITEN
Schmitt, Maik, 1929-12-21, M, FECHTEN
Schwartz, Manuela, 1953-12-21, F, TANZEN
Schreiner, Marie, 1957-12-21, F, FECHTEN
Schmitz, Marie, 1958-12-21, F, LEICHTATHLETIK
Saenger, Matthias, 1982-12-21, M, RADSPORT
Schultheiss, Markus, 1941-01-24, M, SCHWIMMEN
Schulze, Maik, 1920-05-25, M, FUSSBALL
Schmid, Marcel, 1924-05-25, M, LEICHTATHLETIK
Shuster, Monika, 1945-05-25, F, FECHTEN
Saenger, Markus, 1950-05-25, M, RADSPORT
Seiler, Marko, 1954-05-25, M, HANDBALL
Schaefer, Monika, 1962-05-25, F, REITEN
Schiffer, Maria, 1964-05-25, F, TURNEN
Schultheiss, Maximilian, 1971-05-25, M, RUDERN
Schreiber, Max, 1974-05-25, M, TANZEN
Schwarz, Martin, 1977-05-25, M, TANZEN
Schuhmacher, Maximilian, 1926-06-25, M, FUSSBALL
Sanger, Maximilian, 1930-06-25, M, HANDBALL
Schulze, Marie, 1938-06-25, F, LEICHTATHLETIK
Schultz, Michael, 1947-06-25, M, RADSPORT
Schmidt, Markus, 1957-06-25, M, RUDERN
Schreiner, Marco, 1963-06-25, M, LEICHTATHLETIK
Schwab, Marko, 1981-06-25, M, TURNEN
Sommer, Marie, 1991-06-25, F, HANDBALL
Schwab, Mandy, 1995-06-25, F, HANDBALL
Schmitt, Mario, 1932-07-25, M, TURNEN
Saenger, Martina, 1937-07-25, F, RADSPORT
Schwarz, Michelle, 1987-07-25, F, FUSSBALL
Strauss, Monika, 1990-07-25, F, SCHWIMMEN
Schmitt, Marie, 1997-07-25, F, HANDBALL
Strauss, Mario, 1932-10-26, M, RUDERN
Schmidt, Max, 1993-10-26, M, TANZEN
Schreiber, Maria, 1967-11-26, F, RUDERN
Schmid, Mario, 1983-11-26, M, RADSPORT
Sanger, Marcel, 1991-11-26, M, HANDBALL
Sankt, Maximilian, 1997-11-26, M, RADSPORT
Schwartz, Monika, 1998-11-26, F, FECHTEN
Schmitt, Maria, 1924-12-26, F, FECHTEN
Schaefer, Max, 1929-12-26, M, RADSPORT
Schwab, Michelle, 1961-12-26, F, FECHTEN
Schmid, Melanie, 1939-03-30, F, RADSPORT
Schaefer, Melanie, 1974-03-30, F, TANZEN
Schuhmacher, Marco, 1989-03-30, M, FUSSBALL
Schulze, Marko, 1920-04-30, M, FECHTEN
Schweitzer, Martin, 1929-04-30, M, RADSPORT
Schiffer, Michael, 1941-04-30, M, TURNEN
Saenger, Marie, 1955-04-30, F, REITEN
Schroder, Martina, 1922-08-31, F, TURNEN
Scherer, Mike, 1976-08-31, M, FECHTEN
Schmitz, Markus, 1989-08-31, M, SCHWIMMEN
Shuster, Melanie, 1991-08-31, F, REITEN
Schweitzer, Marco, 1918-10-31, M, FECHTEN
Schweitzer, Maria, 1950-10-31, F, RUDERN
Schwab, Monika, 1951-10-31, F, SCHWIMMEN
Schweitzer, Marco, 1962-10-31, M, FUSSBALL
Sommer, Mike, 1969-10-31, M, FUSSBALL
Schreiner, Marko, 1974-10-31, M, TURNEN
Schaefer, Maximilian, 1982-10-31, M, RADSPORT
Schweizer, Nadine, 1955-07-01, F, TANZEN
Seiler, Nicole, 1951-12-02, F, HANDBALL
Sanger, Niklas, 1963-12-02, M, RUDERN
Schulze, Niklas, 1920-01-05, M, TANZEN
Schweizer, Nadine, 1942-01-05, F, TANZEN
Schmitz, Nicole, 1996-01-05, F, TANZEN
Schroeder, Niklas, 1920-02-05, M, LEICHTATHLETIK
Schroder, Nadine, 1929-06-06, F, LEICHTATHLETIK
Scherer, Nicole, 1930-06-06, F, REITEN
Sanger, Nadine, 1954-10-07, F, FECHTEN
Schmidt, Nicole, 1921-03-11, F, SCHWIMMEN
Sankt, Nadine, 1942-03-11, F, SCHWIMMEN
Schweitzer, Niklas, 1925-04-11, M, RUDERN
Schultz, Niklas, 1953-04-11, M, LEICHTATHLETIK
Schroeder, Niklas, 1966-04-11, M, TANZEN
Scherer, Nicole, 1937-08-12, F, FUSSBALL
Schneider, Nicole, 1979-08-12, F, TANZEN
Schroder, Nadine, 1955-09-12, F, TURNEN
Schweizer, Nicole, 1965-02-16, F, RADSPORT
Schweitzer, Niklas, 1929-03-16, M, SCHWIMMEN
Schroeder, Nadine, 1994-03-16, F, SCHWIMMEN
Schmitt, Nadine, 1975-12-18, F, SCHWIMMEN
Schmid, Nadine, 1992-12-18, F, SCHWIMMEN
Schmitt, Nadine, 1973-01-21, F, FECHTEN
Schwarz, Nadine, 1986-10-23, F, HANDBALL
Schultz, Nadine, 1994-10-23, F, FUSSBALL
Seiler, Nadine, 1920-02-27, F, TURNEN
Schreiner, Niklas, 1963-02-27, M, FECHTEN
Schulze, Nicole, 1950-03-27, F, RUDERN
Schroeder, Niklas, 1953-03-27, M, HANDBALL
Schreiber, Nadine, 1989-04-27, F, RUDERN
Schuster, Niklas, 1969-08-28, M, LEICHTATHLETIK
Schaefer, Phillipp, 1975-09-01, M, TANZEN
Schmidt, Patrick, 1984-09-01, M, SCHWIMMEN
Seiler, Peter, 1949-10-01, M, FECHTEN
Schmitt, Patrick, 1943-02-05, M, TURNEN
Schmidt, Phillipp, 1963-02-05, M, REITEN
Schuster, Patrick, 1990-03-05, M, LEICHTATHLETIK
Sanger, Philipp, 1984-07-06, M, FECHTEN
Sankt, Patrick, 1937-08-06, M, RUDERN
Schulz, Peter, 1942-08-06, M, RUDERN
Schmid, Paul, 1955-11-07, M, FUSSBALL
Schreiner, Petra, 1935-12-07, F, FUSSBALL
Shuster, Phillipp, 1959-12-07, M, LEICHTATHLETIK
Saenger, Philipp, 1948-01-10, M, HANDBALL
Schulz, Peter, 1954-01-10, M, FUSSBALL
Schroder, Patrick, 1968-01-10, M, TANZEN
Schultz, Petra, 1970-01-10, F, LEICHTATHLETIK
Schaefer, Paul, 1943-06-11, M, SCHWIMMEN
Strauss, Peter, 1944-06-11, M, TANZEN
Schmitz, Paul, 1948-06-11, M, RUDERN
Schuhmacher, Philipp, 1957-06-11, M, TURNEN
Scholz, Paul, 1964-06-11, M, FECHTEN
Scholz, Patrick, 1979-10-12, M, RUDERN
Schroder, Paul, 1987-10-12, M, TANZEN
Sankt, Philipp, 1997-10-12, M, TANZEN
Schneider, Philipp, 1926-11-12, M, TURNEN
Schroder, Peter, 1935-03-16, M, REITEN
Schwarz, Phillipp, 1980-03-16, M, HANDBALL
Schmitz, Philipp, 1958-08-17, M, FECHTEN
Seiler, Paul, 1955-09-17, M, FECHTEN
Schweizer, Patrick, 1937-12-18, M, FECHTEN
Schwab, Philipp, 1973-02-21, M, FECHTEN
Sommer, Paul, 1975-02-21, M, HANDBALL
Schroeder, Paul, 1930-06-22, M, SCHWIMMEN
Sankt, Petra, 1939-06-22, F, HANDBALL
Scherer, Patrick, 1991-06-22, M, TURNEN
Schmidt, Petra, 1971-07-22, F, RUDERN
Scholz, Peter, 1918-11-23, M, TURNEN
Schulz, Paul, 1988-11-23, M, FECHTEN
Sankt, Peter, 1931-12-23, M, RADSPORT
Sommer, Patrick, 1958-12-23, M, TURNEN
Shuster, Peter, 1962-12-23, M, REITEN
Sanger, Patrick, 1966-12-23, M, RUDERN
Schwartz, Paul, 1996-12-23, M, HANDBALL
Schreiner, Phillipp, 1928-04-27, M, HANDBALL
Schaefer, Phillipp, 1929-05-27, M, RADSPORT
Schuhmacher, Philipp, 1969-05-27, M, REITEN
Schuhmacher, Petra, 1952-09-28, F, TANZEN
Schreiber, Patrick, 1995-09-28, M, FUSSBALL
Sommer, Phillipp, 1981-10-28, M, FUSSBALL
Schulze, Robert, 1938-10-01, M, REITEN
Schulze, Robert, 1991-10-01, M, RUDERN
Schultheiss, Robert, 1956-03-05, M, RUDERN
Sanger, Rene, 1923-04-05, M, FUSSBALL
Schultz, Robert, 1947-08-06, M, HANDBALL
Seiler, Rene, 1976-08-06, M, FECHTEN
Schmitt, Rene, 1992-08-06, M, FUSSBALL
Schuhmacher, Ralph, 1971-09-06, M, FUSSBALL
Schmitz, Robert, 1940-01-10, M, SCHWIMMEN
Scholz, Robert, 1946-01-10, M, RUDERN
Schuster, Robert, 1940-02-10, M, TURNEN
Strauss, Ralf, 1950-02-10, M, TANZEN
Schiffer, Rene, 1955-04-10, M, TURNEN
Scholz, Ralf, 1940-06-11, M, SCHWIMMEN
Schneider, Ralph, 1963-06-11, M, SCHWIMMEN
Schreiber, Robert, 1998-07-11, M, REITEN
Schmid, Rene, 1951-09-11, M, FECHTEN
Schroeder, Rene, 1967-09-11, M, TANZEN
Schmidt, Robert, 1991-09-11, M, HANDBALL
Sanger, Ralf, 1954-11-12, M, HANDBALL
Schweizer, Ralf, 1963-12-12, M, LEICHTATHLETIK
Schwartz, Ralph, 1990-12-12, M, RUDERN
Schmitt, Ralph, 1995-12-12, M, TURNEN
Schiffer, Ralf, 1924-02-15, M, TURNEN
Schreiber, Ralf, 1980-02-15, M, TURNEN
Schmitz, Rene, 1984-04-16, M, TURNEN
Schmidt, Ralph, 1990-04-16, M, HANDBALL
Seiler, Ralph, 1921-09-17, M, TURNEN
Schultheiss, Robert, 1932-09-17, M, FUSSBALL
Sommer, Robert, 1971-09-17, M, LEICHTATHLETIK
Schmid, Robert, 1992-10-17, M, REITEN
Schuhmacher, Rene, 1954-02-21, M, REITEN
Schweizer, Rene, 1920-03-21, M, RADSPORT
Schwarz, Robert, 1974-07-22, M, SCHWIMMEN
Schultheiss, Ralph, 1983-12-23, M, RUDERN
Schmid, Ralf, 1927-08-27, M, FUSSBALL
Schmitt, Robert, 1980-08-27, M, HANDBALL
Sanger, Robert, 1918-11-28, M, FUSSBALL
Schmidt, Robert, 1925-11-28, M, HANDBALL
Scholz, Stefan, 1960-03-02, M, RUDERN
Schultz, Sophia, 1965-03-02, F, RUDERN
Sommer, Sabine, 1981-03-02, F, HANDBALL
Sankt, Sara, 1991-03-02, F, RUDERN
Schaefer, Stefanie, 1988-05-02, F, TANZEN
Strauss, Stefan, 1923-08-03, M, RADSPORT
Schroeder, Sophie, 1940-08-03, F, LEICHTATHLETIK
Shuster, Sophia, 1949-08-03, F, TURNEN
Schultheiss, Sara, 1957-08-03, F, SCHWIMMEN
Schreiner, Sebastian, 1991-08-03, M, HANDBALL
Shuster, Sara, 1940-09-03, F, RUDERN
Schuster, Sabine, 1947-09-03, F, TURNEN
Schulz, Silke, 1951-09-03, F, LEICHTATHLETIK
Schaefer, Sven, 1957-09-03, M, LEICHTATHLETIK
Scholz, Sebastian, 1996-09-03, M, RUDERN
Shuster, Steffen, 1936-12-04, M, SCHWIMMEN
Schweitzer, Susanne, 1979-12-04, F, TURNEN
Sanger, Stephanie, 1994-12-04, F, FECHTEN
Schmidt, Stephanie, 1998-12-04, F, LEICHTATHLETIK
Schneider, Steffen, 1962-01-07, M, TURNEN
Schulze, Sabrina, 1964-01-07, F, TURNEN
Schiffer, Simone, 1975-01-07, F, FECHTEN
Scherer, Stefan, 1918-03-07, M, RUDERN
Schulz, Sven, 1923-03-07, M, REITEN
Schwab, Sebastian, 1929-03-07, M, HANDBALL
Schneider, Sabrina, 1979-03-07, F, TURNEN
Schwab, Silke, 1984-03-07, F, LEICHTATHLETIK
Schroeder, Sara, 1994-03-07, F, RADSPORT
Schweizer, Simone, 1938-07-08, F, REITEN
Schreiner, Sandra, 1946-07-08, F, SCHWIMMEN
Schwartz, Steffen, 1928-08-08, M, TURNEN
Schreiber, Sabine, 1933-08-08, F, HANDBALL
Shuster, Sophia, 1965-08-08, F, FUSSBALL
Schroeder, Sophie, 1970-08-08, F, SCHWIMMEN
Schroeder, Sebastian, 1993-08-08, M, REITEN
Schuster, Sebastian, 1920-10-09, M, HANDBALL
Shuster, Sarah, 1949-10-09, F, FUSSBALL
Schreiner, Sabrina, 1968-10-09, F, RUDERN
Schultheiss, Sabrina, 1974-10-09, F, FUSSBALL
Schneider, Stefan, 1937-11-09, M, LEICHTATHLETIK
Schneider, Sabrina, 1989-11-09, F, SCHWIMMEN
Schuster, Stefanie, 1933-12-09, F, SCHWIMMEN
Schroder, Steffen, 1971-12-09, M, REITEN
Saenger, Stephanie, 1995-12-09, F, RADSPORT
Sankt, Sophie, 1926-01-12, F, HANDBALL
Schneider, Stefanie, 1945-01-12, F, RADSPORT
Schaefer, Simone, 1960-01-12, F, REITEN
Schiffer, Sebastian, 1925-04-13, M, REITEN
Shuster, Stefanie, 1935-04-13, F, HANDBALL
Schultheiss, Simone, 1960-04-13, F, LEICHTATHLETIK
Schiffer, Steffen, 1962-04-13, M, TANZEN
Saenger, Swen, 1975-04-13, M, SCHWIMMEN
Schwartz, Simone, 1968-06-13, F, FECHTEN
Sankt, Sophia, 1925-09-14, F, TANZEN
Schroder, Sabine, 1926-09-14, F, FECHTEN
Schroeder, Sarah, 1944-09-14, F, RADSPORT
